id,,,,,,,,,,,
1,1,1,1,1,-1,0,1,0,-1,1,7.73906
2,-1,0,-1,-1,1,1,1,0,-1,0,3.95676
3,1,0,1,1,-1,-1,0,1,1,1,4.71592
4,1,0,0,1,0,-1,1,1,1,-1,5.02863
5,-1,0,-1,-1,-1,-1,-1,1,1,-1,-11.5748
6,1,1,1,-1,-1,-1,-1,1,-1,-1,6.87817
7,1,-1,0,0,-1,0,0,0,0,0,-1.94303
8,1,-1,0,-1,1,1,1,-1,1,0,-1.42592
9,-1,0,-1,-1,-1,1,0,1,-1,1,-3.65451
10,-1,1,-1,0,1,0,-1,0,-1,1,-1.49176
11,1,0,1,1,-1,1,-1,0,0,0,6.88843
12,-1,1,1,0,1,-1,-1,-1,1,-1,-4.06112
13,1,-1,0,0,1,0,0,-1,0,-1,0.180616
14,1,0,0,1,1,-1,0,1,1,0,3.28521
15,-1,0,1,-1,-1,-1,1,-1,0,1,-8.00197
16,1,1,-1,1,-1,0,1,0,0,0,4.75477
17,1,0,-1,-1,1,-1,-1,-1,-1,0,-2.08087
18,-1,0,0,1,1,-1,0,1,-1,-1,-1.27886
19,-1,-1,1,-1,-1,0,0,1,1,-1,-4.91547
20,-1,1,-1,0,0,-1,-1,1,-1,-1,-4.61146
21,-1,1,1,0,-1,-1,-1,-1,1,0,-10.802
22,-1,-1,-1,0,-1,-1,1,-1,0,-1,-7.47398
23,-1,1,0,1,-1,-1,0,-1,0,-1,-8.6021
24,-1,-1,1,1,-1,-1,0,1,1,0,-7.60897
25,1,0,-1,1,1,1,1,1,0,0,1.8357
26,1,1,0,1,0,0,0,1,0,0,5.92239
27,-1,-1,1,-1,-1,1,-1,-1,1,-1,-4.84776
28,-1,0,-1,-1,1,1,-1,1,0,1,-0.754753
29,1,-1,0,0,1,-1,1,-1,0,1,1.29452
30,-1,-1,0,-1,1,-1,1,0,-1,-1,-1.13159
31,1,-1,1,-1,-1,-1,-1,1,0,-1,0.0031154
32,1,0,0,-1,-1,1,1,0,1,-1,2.93411
33,-1,0,0,0,-1,0,0,1,-1,1,-5.81808
34,-1,-1,-1,1,0,1,-1,-1,0,-1,-3.1081
35,1,0,-1,0,-1,0,-1,1,1,0,3.4434
36,-1,-1,-1,1,-1,-1,-1,-1,0,1,-9.41734
37,1,-1,-1,1,0,-1,0,0,0,-1,-0.532668
38,-1,-1,-1,1,1,0,1,0,0,0,1.6012
39,1,1,1,1,-1,-1,1,1,0,1,9.63675
40,-1,1,1,1,1,-1,1,0,-1,-1,-1.7906
41,1,0,-1,0,-1,-1,0,-1,1,-1,1.38622
42,-1,0,-1,1,-1,1,1,0,1,-1,-2.86268
43,-1,0,1,0,0,1,1,-1,1,0,-0.49656
44,-1,0,0,-1,1,1,-1,1,-1,-1,0.99432
45,1,-1,-1,1,0,0,-1,1,0,-1,0.636984
46,1,-1,-1,0,-1,0,0,-1,0,0,-0.969478
47,-1,-1,-1,0,1,1,0,1,1,-1,2.10317
48,-1,1,0,-1,-1,-1,-1,-1,0,-1,-7.21319
49,1,1,1,1,-1,1,-1,1,0,1,9.56381
50,1,0,0,1,1,-1,0,-1,-1,1,4.05197
51,1,-1,-1,1,-1,1,1,1,0,0,-2.0286
52,-1,0,-1,1,1,1,-1,-1,1,-1,2.06794
53,-1,1,1,1,1,0,0,-1,-1,-1,-0.503928
54,-1,0,1,1,-1,-1,-1,-1,0,1,-8.86294
55,1,0,1,0,-1,1,-1,-1,-1,0,4.93876
56,-1,-1,1,-1,0,1,0,-1,-1,-1,-0.773404
57,-1,1,1,0,0,-1,0,1,0,1,-4.78388
58,-1,1,0,-1,1,-1,0,-1,1,-1,-0.364697
59,1,0,-1,1,1,1,-1,0,-1,0,3.30609
60,-1,0,-1,-1,1,0,0,0,1,1,-0.915745
61,1,1,1,-1,0,0,0,0,0,-1,5.42191
62,1,1,-1,-1,1,-1,0,-1,0,1,1.88932
63,-1,1,0,-1,0,-1,0,1,1,1,-5.27863
64,-1,1,0,1,1,-1,0,1,1,1,-1.65321
65,-1,0,1,0,-1,0,1,-1,1,1,-3.66538
66,1,-1,1,1,1,-1,0,1,0,0,4.12808
67,-1,1,-1,1,-1,1,1,1,0,-1,-1.74118
68,1,1,-1,1,-1,1,0,-1,-1,1,3.61766
69,-1,0,0,-1,0,1,0,-1,-1,1,-1.24015
70,-1,-1,0,1,-1,1,1,1,0,-1,-3.75631
71,-1,0,1,0,-1,-1,-1,1,1,1,-9.1632
72,-1,-1,1,-1,0,0,1,-1,1,-1,-3.20824
73,1,1,0,0,1,1,0,0,1,0,5.43216
74,-1,-1,0,1,0,0,0,-1,1,0,-3.16473
75,-1,0,0,1,-1,0,-1,0,0,0,-6.73085
76,-1,0,0,1,-1,1,1,1,0,0,-3.13232
77,-1,-1,-1,-1,1,0,1,0,1,-1,0.480501
78,-1,1,0,1,0,1,0,1,0,0,-1.51667
79,1,0,-1,1,1,0,0,0,0,-1,2.43513
80,-1,0,0,1,1,1,-1,-1,0,-1,0.784998
81,-1,-1,0,-1,0,1,1,0,0,1,-0.679038
82,1,0,-1,-1,-1,-1,0,0,0,1,0.120165
83,-1,-1,1,0,1,-1,0,0,1,1,-3.0573
84,1,-1,0,0,1,1,-1,0,1,1,0.571304
85,-1,1,1,1,0,1,1,1,0,0,-0.258579
86,-1,0,1,0,1,1,-1,1,-1,0,1.67723
87,-1,-1,-1,0,-1,0,0,1,-1,-1,-6.39612
88,-1,0,-1,-1,-1,0,1,1,1,0,-5.65484
89,1,0,0,1,0,1,0,1,-1,-1,5.48104
90,-1,-1,0,0,-1,-1,1,-1,-1,0,-6.56834
91,1,0,1,-1,-1,-1,-1,1,0,-1,6.37878
92,1,1,-1,1,1,0,-1,0,1,0,4.97714
93,-1,-1,0,1,1,-1,1,0,-1,1,-2.58257
94,1,1,0,0,0,1,-1,1,-1,-1,6.59918
95,-1,-1,-1,0,1,-1,1,0,1,1,-1.01358
96,-1,1,0,-1,0,0,0,0,-1,1,-4.3193
97,1,0,1,-1,1,1,-1,1,-1,1,4.93976
98,1,1,-1,-1,-1,0,0,1,1,-1,2.82319
99,1,-1,1,1,1,-1,1,0,-1,0,4.38063
100,1,1,1,-1,0,0,1,-1,0,0,7.70222
101,-1,-1,0,-1,0,0,0,1,-1,1,-3.20915
102,1,0,0,-1,0,0,-1,1,0,-1,3.22402
103,-1,0,1,1,0,0,1,0,1,0,-2.12961
104,-1,1,1,0,-1,-1,-1,0,-1,0,-8.57297
105,1,1,-1,1,-1,-1,1,-1,0,0,5.56071
106,-1,-1,-1,0,0,1,0,-1,1,0,-1.67572
107,1,-1,0,0,-1,-1,1,-1,-1,1,0.759036
108,-1,-1,-1,-1,0,-1,1,-1,1,-1,-4.38226
109,1,0,1,1,0,0,1,1,-1,0,5.91204
110,1,0,-1,1,0,1,-1,-1,-1,1,2.38271
111,1,-1,-1,0,1,-1,-1,1,1,0,-2.33283
112,1,0,0,1,1,1,1,1,-1,1,2.67202
113,1,0,0,0,-1,-1,1,-1,0,-1,3.44112
114,-1,0,0,-1,-1,1,0,0,0,-1,-3.20895
